,0,1,2
1868,24,3일 전,"[['성수동맛집 ', '성수 ', '성수동카페 ', '성수카페 ', '에이투비 ', 'AtoB ', '성수주민 ', '성수동카페거리 ', '타투 ', '감성타투 ', '럽스타그램 ', '좋반 ', '좋아요반사 ', '좋아요 '], '호주']"
1869,57,3일 전,"[[], '좋아요 57개']"
1870,43,3일 전,"[['제스티살룬\n\n와사비 쉬림프 완전 인생 버거❤️💛\n점심때 웨이팅 걸어야 저녁에 먹을 수 있는 슬픈 사실\U0001f972 (but 웨이팅 할 가치가 있는 맛!)\n\n📍위치 : ', '성수맛집 ', '성수동맛집 ', '서울숲맛집\n📍가격 : 와사비 쉬림프(10,300원), 아메리칸 치즈(8,300원)\n3일\ntaltalkorea\n', 'bestfoodfeed ', 'f4f ', '맞팔 ', '선팔하면맞팔 ', '맞팔환영 ', '맛스타그램 ', '먹스타그램 ', '수제버거맛집 '], '햄버거맛집']"
1871,100,3일 전,"[[], '좋아요 100개']"
1872,44,이 게시물에 대한 댓글 기능이 제한되었습니다.,"[['언포겟 ', '성수동맛집 ', '성수 ', '성수동카페 ', '성수동 ', '건대입구 ', '마카롱 ', '마카롱맛집 ', '녹차 ', '말차 ', '초코 ', '디저트 ', '핫플 ', '촬영전 ', '당충전 '], '행복']"
1873,173,3일 전,"[['미아논나 ', '성수맛집 ', '성수동맛집 ', '브런치 ', '성수동카페 ', '서울맛집 ', '맛스타그램 ', '먹스타그램 ', '먹스타맞팔 ', '먹스타 ', '먹팔맞팔 ', '먹팔해요 ', '먹팔 ', '첫줄 ', '첫반 ', '좋아요 ', '좋반 ', '좋아요반사 ', '먹팔해요 ', '맞팔해요 ', '먹팔환영 '], '데이트']"
1874,220,3일 전,"[['사위식당\n', '낙곱새', '성수동맛집 ', '성수동 ', '서울숲맛집 ', '서울숲 ', '데일리 ', 'jmt', '성수역맛집', '성수맛집 ', '성수동카페 ', '맛점 ', '맛저 ', '성수동핫플레이스', 'seoul ', '성수동데이트 ', '건대맛집 ', '일상 ', '포장 ', '갬성 ', '성수동카페거리 '], '성수동맛집사위식당']"
1875,163,3일 전,"[['화화담성수\n스테이크와 쌀국수라니!!\n컨셉이 톡특한곳. 정말 대박.\n', '수비드미드나잇스테이크', '곱창쌀국수', '성수맛집', '오육쌀국수', '레트로감성', '성수동맛집', '성수맛집화화담', '분위기좋은', '화화담'], '성수스테이크맛집']"
1876,9,3일 전,"[['송계옥 ', '성수송계옥 ', '성수동핫플레이스 ', '성수동맛집 ', '맞팔하면선팔 '], '맞팔환영']"
1877,22,3일 전,"[['오레노카츠\n', '성수동맛집\n', '돈카츠맛집🙋\u200d♀️\n\n난 동까스에 카레가 그리조터라?\n이집 모밀도 대박... 면에 모밀육수맛이 팍팍 베어잇음...\n\n여긴 갈때마다 웨이팅...\n\n', '맛스타그램 ', '맛난다그램 ', '맛부림 ', '일상 ', '소통 ', '좋아요 ', '일상그램 '], '데일리']"
1878,21,3일 전,"[['건대필라테스 ', '건대입구필라테스 ', '군자필라테스 ', '성수필라테스 ', '구의필라테스 ', '세종대필라테스 ', '이브필라테스 ', '뚝섬필라테스 ', '필라테스 ', '필라테스그램 ', '건대맛집 ', '건대카페 ', '성수동카페 ', '성수동맛집 ', '운동하는여자 ', '운동하는남자 ', '운동스타그램 ', '몸매스타그램 ', '몸스타그램 ', '몸만들기 ', '다이어트 ', '재활운동 ', '자세교정 ', '체형교정 ', '재활전문필라테스 ', '맨즈필라테스 ', '남자필라테스 ', '산전필라테스 ', '건대다이어트 '], '건대헬스']"
1879,9,3일 전,"[['이태리차차\n+\n크림 리조또\n토마토 해산물 파스타를 시켰다\n토마토 소스는 제품 맛이 덜 나서 좋았지만 크림 리조또가 더 괜찮았다\n전체적으로 막 눈이 번쩍하는 맛은 아니었움…😅\n나는 개인적으로 딥한 맛을 좋아하는 것 같다\n날이 좋아서 밖에서 먹었으면 좋았겠지만\n피크타임엔 앉을 수가 없었다\U0001f972\n.\n.\n', '성수동맛집 '], '성수동파스타']"
1880,19,3일 전,"[[], '좋아요 19개']"
1881,162,3일 전,"[['권식족발', '성수동맛집', '뚝섬맛집', '성수맛집', '성수족발', '성수동족발', '먹팔', '맛집스타그램 ', '뚝섬데이트 ', '성수맛집탐방 ', '먹스타소통 ', '족발맛집 ', '생방송투데이맛집 ', '프로먹방러 '], '뚝섬역모임']"
1882,115,3일 전,"[['할아버지공장\n', '성수동'], '성수동라이프']"
1883,5,3일 전,"[['미도인 스테이크가 정말 맛있습니다. 다른곳은 가격만 비싸고 맛있다는걸 못느꼈는데. 여기 가격도 좋고 맛도 아주 좋습니다.\n스테이크가 먹고 싶을때는 미도인을 찾을것 같네용\n', '미도인성수', '주말데이트', '성수동맛집추천', '서울숲맛집', '성수맛집', '아이와함께', '성수맛집미도인', '성수동맛집', '특별한날', '성수동데이트'], '분위기갑']"
1884,17,3일 전,"[['성수동맛집 ', '성수동맛집 ', '햄버거 ', 'lefreak ', '성수핫플 ', '일상 '], '맞팔선팔환영']"
1885,436,3일 전,"[['카페스타그램', 'cafestagram', '성수카페', '성수동데이트', '성수맛집', '리틀포레스트', '성수동브런치', '성수동카페', 'cafetour', '디저트카페', '온더테이블', 'onthetable', '카페투어', '서울브런치카페', '서울여행코스', '성수동카페거리', '성수브런치카페', '서울신상카페', '좋아요반사', '성수동핫플레이스', '카페인테리어', '셀스타그램', '신상카페', '가오픈카페', '인테리어맛집', '카페맛집', '성수신상카페', '서울카페투어', '성수동맛집'], '디저트맛집']"
1886,155,3일 전,"[['무식당', '성수맛집', '성수동맛집', '뚝섬역맛집', '서울숲맛집', '먹팔', '먹방 ', '서울숲역핫플 ', '맞팔해요 ', '안창살 ', '성수고기집 ', '성수회식 ', '맛집추천 '], '성수모임']"
1887,46,3일 전,"[['성수동맛집 ', '성수동초간단 ', '쏘심플 ', '성수동내추럴와인 '], '성수동내추럴와인바']"
1888,53,3일 전,"[['하노이102 뜨끈한 국물 😋😋\n.\n.\n.\n.\n.\n.\n.\n.\n.\n', '망원동카페 ', '먹스타그램 ', 'instafood ', 'like4like ', 'vscocam ', 'cafe ', 'coffee ', '카페투어 ', '연남동카페 ', 'ootd ', '소통 ', 'mood ', 'interior ', 'flatwhite ', '연희동카페 ', 'hermes ', '가오픈카페 ', '로에베 ', 'loewe ', 'chanel ', '내추럴와인 ', '인디제노 ', '합정맛집 ', '르메르 ', 'lemaire ', '서울숲맛집 ', '성수동맛집 '], '쌀국수맛집']"
1889,6,3일 전,"[['건대크로우 ', '건대피어싱 ', '서울피어싱 ', '강동피어싱 ', '청담피어싱 ', '성수동맛집 ', '건대입구역 ', 'piercing ', 'instapiercing ', '성수피어싱 ', '피어싱 ', '건대 ', '건대핫플 ', '피어싱맛집 ', '귀테리어 ', '셉텀피어싱 ', '코피어싱 ', '얼굴피어싱 '], 'septumpiercing']"
1890,84,3일 전,"[['daily ', 'dailylook ', 'outfit ', 'f4f ', 'f4follow ', 'like4like ', 'ootd ', 'selfie ', 'selca ', 'selstagram ', '첫줄 ', '셀카 ', '셀피 ', '셀스타그램 ', '얼스타그램 ', '데일리', '데일리룩 ', '오오티디 ', '좋아요 ', '인친 ', '소통 ', '일상 ', '맞팔 ', '선팔 ', '팔로우', '선팔하면맞팔\n', '성수동맛집 ', '성수동카페 ', '텅플래닛 '], '아더에러']"
1891,158,3일 전,"[['사위식당\n', '낙곱새', '성수동맛집 ', '성수동 ', '서울숲맛집 ', '서울숲 ', '데일리 ', 'jmt', '성수역맛집', '성수맛집 ', '성수동카페 ', '맛점 ', '맛저 ', '성수동핫플레이스', 'seoul ', '성수동데이트 ', '건대맛집 ', '일상 ', '포장 ', '갬성 ', '성수동카페거리 '], '성수동맛집사위식당']"
1892,8,3일 전,"[['뚝섬역맛집', '뚝섬맛집', '뚝섬텐동', '뚝섬역텐동', '온센', '온센텐동', '온센성수점', '성수동맛집', '성수맛집', '서울텐동', '성수텐동', '성수동텐동', '서울숲텐동', '서울숲맛집', '서울숲', '뚝섬데이트'], '뚝섬역데이트']"
1893,147,3일 전,"[['화화담 ', '성수역맛집\n여기는 갓성비 대박이야\n.\n.\n.\n.\n', '성수동쌀국수맛집', '화화담성수', '분위기갑', '성수동맛집', '쌀국수장인', '성수맛집화화담', '성수데이트코스', '스테이크', '성수맛집'], '성수동핫플']"
1894,144,3일 전,"[['미도인성수', '성수맛집\n.\n.\n.\n.\n.\n', '성수동맛집', '성수역스테이크', '성수맛집미도인', '뚝섬역스테이크', '성수직장인맛집', '성수동핫플'], '성수핫플']"
1895,22,3일 전,"[['이은범작가님', '역시\n', '볼수록이뻐\nwith 손가락이 아픈 쉐프님👍🏻\n3일\nkihoo_dining\n', '성수', '성수동', '기후', '보양', '오마카세', '다이닝', '레스토랑', '일식', '한식', '스시', '건강', '맛집', '성수동맛집', '명절', '데이트 ', '사케'], '와인']"
1896,241,3일 전,"[['세스크멘슬 ', '성수동맛집\n', '유러피안육가공전문점 ', '소시지\n', '콜드컷 ', '하몽 ', '쿡베이컨 ', '샌드위치 '], '와인']"
1897,129,3일 전,"[[], '좋아요 129개']"
1898,0,5일 전,"[[], '이번주쭉쉬지롱']"
1899,22,7월 13일,"[['꾸아 '], '쌀국수']"
1900,43,3일 전,"[['성수칼국수 ', '성칼 '], '성수동맛집']"
1901,26,3일 전,"[['burger ', '🍔 ', '🍔🍟\U0001f9c5', 'onionrings ', '엘더버거 ', 'elderburger '], '성수동맛집']"
1902,302,3일 전,"[['고집132성수본점 ', '성수동맛집고집132 ', '성수동맛집 ', '성수맛집 ', '뚝섬맛집 ', '서울숲맛집 ', '한양대맛집 ', '성수동핫플레이스 ', '성수동데이트 ', '성수동술집 ', '성수동밥집 ', '성수동고기집 '], '고집132']"
1903,86,3일 전,"[['성수카페 ', '성수동카페 ', '성수역카페 ', '성수카페추천 ', '성수분위기 ', '성수맛집 ', '성수동맛집 ', '성수데이트 ', '성수데이트코스 ', '성수핫플추천 ', '성수동핫플추천 ', '성수동 ', '서울숲 ', '성수레트로 ', '레트로성수 ', '레트로카페 ', '레트로분위기 ', '성수레트로분위기 ', '서울숲 ', '서울숲레트로 ', '서울숲카페 ', '서울숲카페추천 ', '서울숲맛집추천 ', '성수와인바 ', '성수펍 ', '성수에서 ', '성수셀피 ', '셀피 ', '앵무새루이스 ', '놀면뭐하니 '], '지미유']"
1904,0,3일 전,"[['성수동맛집 ', '성수동핫플레이스 ', '성수동핫플 ', '성수동데이트 ', '뚝섬맛집 ', '성수핫플\u2063\n', '성수동맛집추천 ', '성수역맛집 ', '성수동카페거리 ', '성동구맛집 '], '서울데이트코스추천']"
1905,9,3일 전,"[['성수', '에르제\n', '성수에르제\n', '잠봉뵈르', '잠봉뵈르맛집\n', '빵지순례', '빵쇼핑\n', '성수동맛집\n', '빵스타그램\n'], '먹스타그램']"
1906,0,3일 전,"[['협찬 ', '오디티모드\n\n컬러촬영으로 다양한 분위기\n연출이 가능하답니다💚\n\n', '셀프사진관 '], '건대셀프사진관']"
1907,247,3일 전,"[['성수동카페주차 ', '성수동예쁜카페 ', '성수동핫플레이스 ', '성수동맛집 ', '성수동커피오스 ', '성수동가장오래된카페 ', '성수카페 ', '성수동카페 ', '성수동카페거리 ', '성수맛집 ', '성수동도토루커피os ', '서울숲카페 ', '서울숲커피오스 ', '서울숲예쁜카페 ', '서울숲카페추천 ', 'coffeos '], 'since1997']"
1908,153,3일 전,"[['권식족발', '성수동맛집', '뚝섬맛집', '성수맛집', '성수족발', '성수동족발', '먹팔', '성수데이트코스추천 ', '성수모임 ', '성수역핫플 ', '먹스타맞팔환영 ', '뚝섬회식장소추천 ', '맛집탐방 '], '성수데이트코스']"
1909,1011,3일 전,"[['반영구눈썹\n', '반영구아이라인\n', '연예인눈썹\n', '속눈썹펌\n3일\nnoonshop00\n❤️\n3일답글 달기\nnoonshop00\n', '라피네', '반영구눈썹', '반영구화장', '반영구아이라인', '남자눈썹', '남자눈썹전문', '남자반영구', '남자눈썹문신', '반영구잘하는곳', '속눈썹펌잘하는곳', '속눈썹펌', '성수동속눈썹', '성수동반영구', '연예인눈썹', '강남반영구', '자연눈썹', '아치형눈썹', '성수동속눈썹', '연예인속눈썹', '성수동핫플레이스', '눈썹맛집', '눈썹문신잘하는곳', '반영구화장', '건대반영구', '뚝섬반영구', '성수반영구', '서울숲', '성수동맛집', '남자눈썹잘하는곳', '건대속눈썹', '남자눈썹잘하는곳'], '재난지원금사용']"
1910,18,3일 전,"[['초당옥수수 페스츄리🌽\n', '먹스타그램', '먹스타', '디저트', '일상', '카페', '핫플레이스', '핫플', '빵', '베이커리', 'cake', '스콘', '크로와상', 'bread', 'like', '카페', 'bakery', 'croissant', 'pastry', 'dessert', 'cafe', '좋아요', 'food', '바이레인', '페스츄리', '서울숲', '서울숲카페', '서울숲맛집', '성수동', '성수동카페'], '성수동맛집']"
1911,37,3일 전,"[['fagp ', '팩피 ', '성수동팩피 ', '성수팩피 ', '성수파스타 ', '성수맛집 ', '성수동맛집 ', '성수동\n'], 'pasta']"
1912,323,3일 전,"[['고집132성수본점 ', '성수동맛집고집132 ', '성수동맛집 ', '성수맛집 ', '뚝섬맛집 ', '서울숲맛집 ', '한양대맛집 ', '성수동핫플레이스 ', '성수동데이트 ', '성수동술집 ', '성수동밥집 ', '성수동고기집 '], '고집132']"
1913,129,이 게시물에 대한 댓글 기능이 제한되었습니다.,"[['성수 '], '뚝도농원']"
1914,240,3일 전,"[['온다네일\n', '가로수길네일'], '신사역네일']"
1915,23,3일 전,"[['성수핫플 ', '성수맛집 ', '뚝도농원 ', '성수동맛집 '], '성수동핫플레이스']"
1916,10,3일 전,"[['daily ', 'seoul ', '데일리 ', '성수 ', '성수동맛집 ', '스몰글래스 '], '먹스타그램']"
1917,14,3일 전,"[['린즈홍 생일 이벤트를 진행합니다. 이벤트 기간에도 평소처럼 다양한 디저트 메뉴가 나옵니다. 참조해주세요. 감사합니다 💙\n3일\nspringgreencoffee\n', '성수동카페 ', '뚝섬역카페 ', '서울숲카페 ', '이벤트대관 ', '곰돌이마들렌 ', '레몬에이드 ', '성수동맛집 ', '성수동디저트 ', '성수동 ', '성수카페 ', '레몬미니케이크 ', '얼그레이자몽파운드 ', '미니디저트 ', '성수동구움과자 ', '성수동생카 ', '라즈베리크럼블 ', '샌드위치성수 ', '성수동샌드위치 ', '민초브라우니 ', '성수동민트초코브라우니 ', '민트초코브라우니 ', '로투스브라우니치즈케이크 ', '로투스치케 ', '린즈홍 '], '린즈홍생일']"
1918,155,3일 전,"[['권식족발', '성수동맛집', '뚝섬맛집', '성수맛집', '성수족발', '성수동족발', '먹팔', '먹스타 ', '뚝섬배달맛집 ', '먹방 ', '성수맛집탐방 ', '족발맛집인정 ', '성수동데이트장소 ', '뚝섬역데이트 ', '성수역핫플 '], '뚝섬역회식']"
1919,103,3일 전,"[['소문난성수감자탕 '], '성수맛집']"
1920,13,3일 전,"[['스모어쿠키 나옵니다. 골목도 깨끗하게 정비가 되었어요. 안심하시고 놀러오세요 ☺️💚\n3일\nspringgreencoffee\n', '성수동카페 ', '뚝섬역카페 ', '서울숲카페 ', '이벤트대관 ', '곰돌이마들렌 ', '레몬에이드 ', '성수동맛집 ', '성수동디저트 ', '성수동 ', '성수카페 ', '레몬미니케이크 ', '얼그레이자몽파운드 ', '미니디저트 ', '성수동구움과자 ', '성수동생카 ', '라즈베리크럼블 ', '샌드위치성수 ', '성수동샌드위치 ', '민초브라우니 ', '성수동민트초코브라우니 ', '민트초코브라우니 ', '로투스브라우니치즈케이크 ', '로투스치케 ', '로투스치케성수동'], '스모어쿠키']"
1921,143,3일 전,"[['고집132성수본점 ', '성수동맛집고집132 ', '성수동맛집 ', '성수맛집 ', '뚝섬맛집 ', '서울숲맛집 ', '한양대맛집 ', '성수동핫플레이스 ', '성수동데이트 ', '성수동술집 ', '성수동밥집 ', '성수동고기집 '], '고집132']"
1922,162,3일 전,"[['미도인성수 스테이크란 무엇인가를 아는 곳. 정말 대박.\n', '트리플스테이크', '대창덮밥', '성수맛집', '레트로감성', '성수맛집미도인', '성수동맛집', '뚝섬맛집', '갓성비', '구첩반상'], '성수데이트코스']"
1923,105,3일 전,"[[], '좋아요 105개']"
1924,65,3일 전,"[['디저트샵치카치카\n', '성수동케이크\n', '성수동디저트\n', '치카치카디저트\n', '성수동맛집\n', '성수동카페\n', '뚝섬역디저트\n', '서울숲케이크\n', '서울숲맛집\n'], '성수동스콘']"
1925,166,3일 전,"[['권식족발', '성수동맛집', '뚝섬맛집', '성수맛집', '성수족발', '성수동족발', '먹팔', '뚝섬데이트코스 ', '뚝섬핫플레이스 ', '성수동모임공간 ', '성수데이트추천 ', '쯔양먹방 ', '성수핫플레이스 ', '쯔양 ', '뚝섬핫플 ', '성수핫플레이스인정 '], '성수배달맛집']"
1926,0,3일 전,"[['서울숲맛집 ', '강동구맛집 ', '성수맛집 ', '성수데이트 ', '서울숲데이트 ', '성수동맛집 ', '길동맛집 ', '천호맛집 ', '강동데이트 ', '스테이크맛집 ', '토마호크스테이크 ', '파스타맛집 '], '샐러드맛집']"
1927,0,3일 전,"[[], 'shaniagrahari700']"
1928,27,9월 15일,"[['모어룸 '], '무료배송']"
1929,32,8월 31일,"[['모어룸 '], '무료배송']"
1930,58,이 게시물에 대한 댓글 기능이 제한되었습니다.,"[['치우', '성수동치우'], '성수동맛집']"
1931,10,3일 전,"[['사위식당\n.\n.\n', '낙곱새', '성수동맛집 ', '성수동 ', '서울숲맛집 ', '서울숲 ', '데일리 ', 'jmt', '성수역맛집', '성수맛집 ', '성수동카페 ', '맛점 ', '맛저 ', '성수동핫플레이스', 'seoul ', '성수동데이트 ', '건대맛집 ', '일상 ', '포장 ', '갬성 ', '성수동카페거리 '], '성수동맛집사위식당']"
1932,129,3일 전,"[['월급루팡 ', '좋아요반사 ', '좋반 ', '소통그램 ', '발렌티노신발추천 ', '발렌티노신발신상 ', '발렌티노신발 ', '알렉산더맥퀸 ', '알렉산더맥퀸오버솔 ', '맥퀸오버솔 ', '맥퀸오버솔스니커즈 ', '발렌티노스니커즈 ', '발렌티노락스터드 ', '발렌티노바운스 ', '바운스스니커즈 ', '락스터드 ', '발렌티노히든 ', '슈스타그램 ', '발렌티노바운스스니커즈 ', '락스터드스니커즈 ', '발렌티노락스터드스니커즈 ', '스피드러너코디 ', '맘스타그램 ', '코디스타그램 ', '한남동맛집 ', '성수동맛집 ', '발렌티노클라이머 ', '클라이머스니커즈 ', '좋테 '], '좋테반사']"
1933,26,3일 전,"[['화양동 ', '성수 ', '남한강민물매운탕\n\n내 최애 매운탕...무조건 메기 참게 섞어드세요... 가자마자 밑반찬에 소주 한 병..튀김은 둘다 맛나지만 민물새우튀김이랑 맥주랑 먹으면 .. 🥺 다 먹고 라면사리 추가하고... 만치의 지름길\n\n', '성수동맛집 ', '성수맛집 ', '화양동맛집 ', '매운탕 ', '서울맛집 ', '먹스타그램 ', 'foodie '], '만취']"
1934,32,3일 전,"[[], '좋아요 32개']"
1935,167,3일 전,"[['권식족발', '성수동맛집', '뚝섬맛집', '성수맛집', '성수족발', '성수동족발', '먹팔', '성수핫플탐방 ', '성수동맛집추천 ', '성수동핫플레이스 ', '성수맛집추천 ', 'TV출연맛집 ', '족발맛집인정 ', '성수족발맛집 '], '성수동배달']"
1936,13,3일 전,"[['성수동맛집 ', '성수 ', '성수맛집 ', '이탈리안레스토랑 ', '이탈리안 ', '파스타 ', '파스타맛집 ', '한국맛집 ', '서울맛집 ', '맛집 ', '맛스타그램 ', '맛집추천 ', '맛집스타그램 ', '먹방 ', '먹스타그램 ', '韓国留学 '], '韓国語勉強']"
1937,14,3일 전,"[['데일리', '데이트', '혼술', '용싸롱', '서울핫플', '성수핫플', '성수', '성수동', '성수동핫플레이스', '성수동데이트', '성수동핫플', '성수동술집', '성수역술집', '건대술집', '뚝섬역혼술', '뚝섬역술집', '서울숲술집', '하이볼맛집', '성수동혼술', '성수역혼술', '성수역맛집', '성수동와인', '성수동맛집', '성수맛집', '성수술집', '조용한', '분위기', '나만알고싶은곳', '하이볼'], '와인']"
1938,28,3일 전,"[['성수텐동식당\n\n참 좋아했던 식당인데 몇달 전 가보고 맛이 변한거 같은 쌔한 느낌에 발길을 한 동안 끊었었음\n\n여기 원래 튀기는 방법도 맛도 너무 좋아서 최애 텐동이라고 자신있게 추천했었는데 (최근 제 추천으로 가신 분들께 심심한 사과의 말씀을 드립니다...)\n\n이번애 다시 가고 확신 했다.\n여기 사장님 바뀐거 같네\n\n튀기는 방법이 완전 달리졌고요\n밥까지 자작하게 담긴 국물? 소스?는 ...할말하않..\n뒤에 꽂아주던 접시는 빠지고 식탁에 앞접시가 생겼네...하\n\n기본텐동 9천원\n- 새우두개 계란말이튀김?1 김튀김 1 호박1 가지1 팽이버섯1\n\n가격은 그럭저럭 나쁘지 않아요.\n아 그렇지만 저는 다시 안 갈 예정입니다.\n\n손님이 얼마 없어도 오늘 매출 말하면서 수다 떨고 계시는 것도 좀 이상하구요..\n\n아 먹었던 것 중 가장 맛있는건 부추무침ㅋㅋㅋ 이었어요.\n텐동이라는 음식에 부추무침도 새로웠지만 이건.. 텐동에 맞는 반찬인진 잘 모르겠네요...\n\n', '텐동식당 ', '성수동맛집 ', '성수맛집 '], '텐동맛집좀알려주세요.. 최근에 두개나 잃었다.....하...']"
1939,68,3일 전,"[['전자방\n', '뉴차이니즈\n', '중식당\n', '차이니즈키친\n', '성수동중식당\n', '성수동\n', '북성수\n', '성수동맛집\n', '서울숲\n', '서울숲맛집\n', '건대\n', '건대맛집\n', '와인\n', '성수동와인\n', '맛집\n', '맛스타그램\n', '먹스타그램\n', '오늘뭐먹지\n'], '쿠팡이츠']"
1940,0,3일 전,"[['위로꽃식물 쉬어가고 있어요\n\n꽃과 식물이 가진 아름다움으로 기쁨을 느끼고\n마음의 위로를 얻길 바랍니다.\n⠀ ⠀ ⠀ ⠀\n⠀ ⠀ ⠀ ⠀\n⠀\n\n', '🕊\n\n', '위로꽃 '], '위로식물']"
1941,59,3일 전,"[['성수동맛집', '서울숲맛집', '전통주'], '와인']"
1942,0,3일 전,"[['위로꽃식물 쉬어가고 있어요\n\n꽃과 식물이 가진 아름다움으로 기쁨을 느끼고\n마음의 위로를 얻길 바랍니다.\n⠀ ⠀ ⠀ ⠀\n⠀ ⠀ ⠀ ⠀\n⠀\n\n', '🕊\n\n', '위로꽃 '], '위로식물']"
1943,0,이 게시물에 대한 댓글 기능이 제한되었습니다.,"[['tongueplanet ', 'cafe ', '성수동 ', '카페 '], '성수동맛집']"
1944,0,3일 전,"[['성수동맛집', '성수맛집', '성수역맛집', '성수카페', '성수핫플', '성수동핫플', '성수동핫플레이스', '성수곱창', '성수소곱창', '성수분위기맛집'], '성수곱창맛집']"
1945,175,3일 전,"[['무식당', '성수맛집', '성수동맛집', '뚝섬역맛집', '서울숲맛집', '먹팔', '맞팔해요 ', '육회 ', '서울숲역술집 ', '성수소고기 ', '뚝섬역회식 ', '서울숲역모임 ', '성수동소고기 '], '뚝섬역데이트']"
1946,338,3일 전,"[[], '좋아요 338개']"
1947,1026,3일 전,"[['반영구눈썹\n', '반영구아이라인\n', '연예인눈썹\n', '속눈썹펌\n', '반영구전문샵\n3일\nraffine.shop\n❤️\n3일답글 달기\nraffine.shop\n', '라피네', '반영구눈썹', '반영구화장', '반영구아이라인', '남자눈썹', '남자눈썹전문', '남자반영구', '남자눈썹문신', '반영구잘하는곳', '속눈썹펌잘하는곳', '속눈썹펌', '성수동속눈썹', '성수동반영구', '연예인눈썹', '강남반영구', '자연눈썹', '아치형눈썹', '성수동속눈썹', '연예인속눈썹', '성수동핫플레이스', '눈썹맛집', '눈썹문신잘하는곳', '반영구화장', '건대반영구', '뚝섬반영구', '성수반영구', '서울숲', '성수동맛집', '남자눈썹잘하는곳', '건대속눈썹', '남자눈썹잘하는곳'], '재난지원금사용']"
1948,164,3일 전,"[['미도인성수 여기는 갓성비 대박이야\n', '성수동맛집', '또가고싶은곳', '성수동대창덮밥', '성수맛집미도인', '성수대창덮밥', '성수맛집', '인생베스트맛집', '스테이크장인'], '성수동맛집인정']"
1949,7,3일 전,"[['사위식당\n.\n.\n', '낙곱새', '성수동맛집 ', '성수동 ', '서울숲맛집 ', '서울숲 ', '데일리 ', 'jmt', '성수역맛집', '성수맛집 ', '성수동카페 ', '맛점 ', '맛저 ', '성수동핫플레이스', 'seoul ', '성수동데이트 ', '건대맛집 ', '일상 ', '포장 ', '갬성 ', '성수동카페거리 '], '성수동맛집사위식당']"
1950,0,3일 전,"[[], 'leehyemin__']"
1951,4,3일 전,"[['고집132성수본점\n.\n.\n.\n', '성수동맛집고집132 ', '성수동맛집 ', '성수맛집 ', '뚝섬맛집 ', '서울숲맛집 ', '한양대맛집 ', '성수동핫플레이스 ', '성수동데이트 ', '성수동술집 ', '성수동밥집 ', '성수동고기집 '], '고집132']"
1952,92,3일 전,"[['호호식당 ', '성수동맛집 ', '맛집추천 ', '명란파스타 ', 'foodie ', 'seongsu ', 'foodstagram ', 'katsu '], 'eelrice']"
1953,46,3일 전,"[['멜라 ', 'mela', 'brunch', '브런치', '성수동', '성수역', '성수브런치', '브런치카페', '연무장길', '성수동맛집', '데이트', '성수동데이트', '서울숲', '서울숲맛집'], '서울숲브런치']"
1954,135,3일 전,"[['화화담 왜 뚝섬 에서 핫플인지 알거 같음\n', '성수역스테이크', '성수동맛집', '뚝섬역스테이크\n', '성수직장인맛집', '성수맛집', '성수맛집화화담\n', '성수동데이트', '화화담성수', '성수동핫플레이스'], '성수핫플']"
1955,793,3일 전,"[[], '좋아요 793개']"
1956,25,3일 전,"[[], '에그베네딕트']"
1957,6,3일 전,"[['고집132성수본점\n.\n.\n.\n', '성수동맛집고집132 ', '성수동맛집 ', '성수맛집 ', '뚝섬맛집 ', '서울숲맛집 ', '한양대맛집 ', '성수동핫플레이스 ', '성수동데이트 ', '성수동술집 ', '성수동밥집 ', '성수동고기집 '], '고집132']"
1958,126,3일 전,"[['카페 ', '서울숲카페 ', '서울숲역카페 ', '성수동카페 ', '성수동맛집 ', 'cafe ', '오거트 ', '오거트포레스트 ', '오거트서울 ', '샤로수길카페 ', '샤로수길맛집 ', '서울대입구 ', '서울숲맛집 ', '서울카페 ', '서울카페추천 ', '카페스타그램 ', '카페추천 ', '커피 ', '카페인테리어 ', '핫플 ', '성수동 ', '성수동핫플레이스 ', '성수동데이트 ', '데이트 ', '데이트코스 ', '여행 ', '피크닉 ', '서울여행 ', '그릭요거트 '], '요거트']"
